Date,Open,High,Low,Close
15-July-2008,12648.90,12695.10,12168.31,12225.64,
16-July-2008,12303.37,12397.09,11823.75,11935.92,
17-July-2008,12208.84,12381.35,11518.80,11697.30,
18-July-2008,11811.91,11811.91,11434.32,11668.39,
21-July-2008,11774.26,11829.06,11540.97,11766.24,
22-July-2008,11844.35,12288.13,11836.53,12232.45,
23-July-2008,12631.79,13130.98,12602.21,13070.52,
24-July-2008,13256.54,13331.41,12554.74,12696.25,
25-July-2008,12472.38,12717.35,12336.36,12492.10,
28-July-2008,12539.55,12614.08,12346.99,12366.72,
29-July-2008,12201.62,12333.73,12016.61,12130.36,
30-July-2008,12356.08,12747.44,12350.77,12698.70,
31-July-2008,12835.61,13011.60,12729.60,12912.61,
1-August-2008,12763.15,13279.20,12710.33,13250.31,
4-August-2008,13238.44,13620.19,13200.28,13523.57,
5-August-2008,13499.92,13499.92,13070.97,13264.83,
6-August-2008,13473.18,13516.10,12827.73,12859.19,
7-August-2008,12816.31,13118.30,12782.12,12885.97,
8-August-2008,12922.65,13169.20,12879.19,13098.82,
11-August-2008,13303.54,13310.66,13105.86,13136.24,
12-August-2008,13178.39,13182.51,12616.88,12660.73,
13-August-2008,12562.05,12841.66,12562.05,12643.23,
14-August-2008,12707.54,12777.19,12580.33,12593.90,
18-August-2008,12563.51,12563.51,12332.93,12364.17,
19-August-2008,12234.93,12345.93,12159.88,12272.80,
20-August-2008,12350.02,12543.98,12350.02,12475.65,
21-August-2008,12464.42,12534.84,12109.00,12166.91,
